@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
11676,'2022/12/15 11:48:41:695',19,508,565,4
11677,'2022/12/15 11:48:41:706',19,503,560,4
11678,'2022/12/15 11:48:41:717',19,506,563,4
11679,'2022/12/15 11:48:41:727',19,505,563,4
11680,'2022/12/15 11:48:41:738',19,501,558,4
11681,'2022/12/15 11:48:41:748',19,504,563,4
11682,'2022/12/15 11:48:41:759',19,504,562,4
11683,'2022/12/15 11:48:41:769',19,504,561,4
11684,'2022/12/15 11:48:41:780',19,504,559,4
11685,'2022/12/15 11:48:41:791',19,501,564,4
11686,'2022/12/15 11:48:41:801',19,505,564,4
11687,'2022/12/15 11:48:41:812',19,506,563,4
11688,'2022/12/15 11:48:41:821',19,504,561,4
11689,'2022/12/15 11:48:41:832',19,506,559,4
11690,'2022/12/15 11:48:41:842',19,503,562,4
11691,'2022/12/15 11:48:41:853',19,504,560,4
11692,'2022/12/15 11:48:41:864',19,504,562,4
11693,'2022/12/15 11:48:41:874',19,505,564,4
11694,'2022/12/15 11:48:41:885',19,508,561,4
11695,'2022/12/15 11:48:41:895',19,502,563,4
11696,'2022/12/15 11:48:41:906',19,507,564,4
11697,'2022/12/15 11:48:41:916',19,503,565,4
11698,'2022/12/15 11:48:41:927',19,502,564,4
11699,'2022/12/15 11:48:41:938',19,504,563,4
11700,'2022/12/15 11:48:41:948',19,505,562,4
11701,'2022/12/15 11:48:41:959',19,504,562,4
11702,'2022/12/15 11:48:41:969',19,507,561,4
11703,'2022/12/15 11:48:41:980',19,505,560,4
11704,'2022/12/15 11:48:41:990',19,506,561,4
11705,'2022/12/15 11:48:42:001',19,506,562,4
11706,'2022/12/15 11:48:42:012',19,506,562,4
11707,'2022/12/15 11:48:42:022',19,505,559,4
11708,'2022/12/15 11:48:42:033',19,503,559,4
11709,'2022/12/15 11:48:42:043',19,508,564,4
11710,'2022/12/15 11:48:42:054',19,503,563,4
11711,'2022/12/15 11:48:42:064',19,505,564,4
11712,'2022/12/15 11:48:42:075',19,504,565,4
11713,'2022/12/15 11:48:42:086',19,504,561,4
11714,'2022/12/15 11:48:42:096',19,506,564,4
11715,'2022/12/15 11:48:42:107',19,506,564,4
11716,'2022/12/15 11:48:42:117',19,501,562,4
11717,'2022/12/15 11:48:42:128',19,503,561,4
11718,'2022/12/15 11:48:42:138',19,503,561,4
11719,'2022/12/15 11:48:42:149',19,503,564,4
11720,'2022/12/15 11:48:42:160',19,503,563,4
11721,'2022/12/15 11:48:42:170',19,504,559,4
11722,'2022/12/15 11:48:42:181',19,504,561,4
11723,'2022/12/15 11:48:42:191',19,503,560,4
11724,'2022/12/15 11:48:42:201',19,504,562,4
11725,'2022/12/15 11:48:42:211',19,503,559,4
11726,'2022/12/15 11:48:42:222',19,502,560,4
11727,'2022/12/15 11:48:42:233',19,506,562,4
11728,'2022/12/15 11:48:42:243',19,507,558,4
11729,'2022/12/15 11:48:42:254',19,500,562,4
11730,'2022/12/15 11:48:42:264',19,507,559,4
11731,'2022/12/15 11:48:42:275',19,501,559,4
11732,'2022/12/15 11:48:42:285',19,503,560,4
11733,'2022/12/15 11:48:42:296',19,506,560,4
11734,'2022/12/15 11:48:42:306',19,503,558,4
11735,'2022/12/15 11:48:42:317',19,504,562,4
11736,'2022/12/15 11:48:42:328',19,502,562,4
11737,'2022/12/15 11:48:42:338',19,502,557,4
11738,'2022/12/15 11:48:42:349',19,504,559,4
11739,'2022/12/15 11:48:42:359',19,501,560,4
11740,'2022/12/15 11:48:42:370',19,502,562,4
11741,'2022/12/15 11:48:42:380',19,503,557,4
11742,'2022/12/15 11:48:42:391',19,504,563,4
11743,'2022/12/15 11:48:42:402',19,505,562,4
11744,'2022/12/15 11:48:42:412',19,504,558,4
11745,'2022/12/15 11:48:42:423',19,503,561,4
11746,'2022/12/15 11:48:42:433',19,503,558,4
11747,'2022/12/15 11:48:42:444',19,503,557,4
11748,'2022/12/15 11:48:42:454',19,506,557,4
11749,'2022/12/15 11:48:42:465',19,506,561,4
11750,'2022/12/15 11:48:42:476',19,507,557,4
11751,'2022/12/15 11:48:42:486',19,504,562,4
11752,'2022/12/15 11:48:42:497',19,506,559,4
11753,'2022/12/15 11:48:42:507',19,502,558,4
11754,'2022/12/15 11:48:42:518',19,506,562,4
11755,'2022/12/15 11:48:42:529',19,500,562,4
11756,'2022/12/15 11:48:42:539',19,503,559,4
11757,'2022/12/15 11:48:42:550',19,506,561,4
11758,'2022/12/15 11:48:42:560',19,503,562,4
11759,'2022/12/15 11:48:42:570',19,499,561,4
11760,'2022/12/15 11:48:42:580',19,502,559,4
11761,'2022/12/15 11:48:42:591',19,506,560,4
11762,'2022/12/15 11:48:42:601',19,506,560,4
11763,'2022/12/15 11:48:42:612',19,503,558,4
11764,'2022/12/15 11:48:42:623',19,502,558,4
11765,'2022/12/15 11:48:42:633',19,506,562,4
11766,'2022/12/15 11:48:42:644',19,503,561,4
11767,'2022/12/15 11:48:42:654',19,504,562,4
11768,'2022/12/15 11:48:42:665',19,502,560,4
11769,'2022/12/15 11:48:42:675',19,502,561,4
11770,'2022/12/15 11:48:42:686',19,503,558,4
11771,'2022/12/15 11:48:42:696',19,503,565,4
11772,'2022/12/15 11:48:42:707',19,506,561,4
11773,'2022/12/15 11:48:42:718',19,504,559,4
11774,'2022/12/15 11:48:42:728',19,506,562,4
11775,'2022/12/15 11:48:42:739',19,505,560,4
11776,'2022/12/15 11:48:42:749',19,503,564,4
11777,'2022/12/15 11:48:42:760',19,508,560,4
11778,'2022/12/15 11:48:42:771',19,505,559,4
11779,'2022/12/15 11:48:42:781',19,504,562,4
11780,'2022/12/15 11:48:42:792',19,505,560,4
11781,'2022/12/15 11:48:42:802',19,503,561,4
11782,'2022/12/15 11:48:42:813',19,504,559,4
11783,'2022/12/15 11:48:42:823',19,504,559,4
11784,'2022/12/15 11:48:42:834',19,504,565,4
11785,'2022/12/15 11:48:42:844',19,506,560,4
11786,'2022/12/15 11:48:42:855',19,505,561,4
11787,'2022/12/15 11:48:42:866',19,504,559,4
11788,'2022/12/15 11:48:42:876',19,504,561,4
11789,'2022/12/15 11:48:42:887',19,507,563,4
11790,'2022/12/15 11:48:42:897',19,502,561,4
11791,'2022/12/15 11:48:42:908',19,505,563,4
11792,'2022/12/15 11:48:42:918',19,501,565,4
11793,'2022/12/15 11:48:42:929',19,503,564,4
11794,'2022/12/15 11:48:42:940',19,506,559,4
11795,'2022/12/15 11:48:42:949',19,507,560,4
11796,'2022/12/15 11:48:42:960',19,506,564,4
11797,'2022/12/15 11:48:42:970',19,505,560,4
11798,'2022/12/15 11:48:42:981',19,503,560,4
11799,'2022/12/15 11:48:42:991',19,507,562,4
11800,'2022/12/15 11:48:43:002',19,502,564,4
11801,'2022/12/15 11:48:43:013',19,505,565,4
11802,'2022/12/15 11:48:43:023',19,507,564,4
11803,'2022/12/15 11:48:43:034',19,502,563,4
11804,'2022/12/15 11:48:43:044',19,501,564,4
11805,'2022/12/15 11:48:43:055',19,507,558,4
11806,'2022/12/15 11:48:43:065',19,505,564,4
11807,'2022/12/15 11:48:43:076',19,504,563,4
11808,'2022/12/15 11:48:43:087',19,507,563,4
11809,'2022/12/15 11:48:43:097',19,506,562,4
11810,'2022/12/15 11:48:43:108',19,501,560,4
11811,'2022/12/15 11:48:43:118',19,508,559,4
11812,'2022/12/15 11:48:43:129',19,506,560,4
11813,'2022/12/15 11:48:43:139',19,508,560,4
11814,'2022/12/15 11:48:43:150',19,504,564,4
11815,'2022/12/15 11:48:43:161',19,503,564,4
11816,'2022/12/15 11:48:43:171',19,505,565,4
11817,'2022/12/15 11:48:43:182',19,504,562,4
11818,'2022/12/15 11:48:43:192',19,502,560,4
11819,'2022/12/15 11:48:43:203',19,507,560,4
11820,'2022/12/15 11:48:43:213',19,506,564,4
11821,'2022/12/15 11:48:43:224',19,506,565,4
11822,'2022/12/15 11:48:43:235',19,504,563,4
11823,'2022/12/15 11:48:43:245',19,504,562,4
11824,'2022/12/15 11:48:43:256',19,504,559,4
11825,'2022/12/15 11:48:43:266',19,503,560,4
11826,'2022/12/15 11:48:43:277',19,506,564,4
11827,'2022/12/15 11:48:43:287',19,504,563,4
11828,'2022/12/15 11:48:43:298',19,505,566,4
11829,'2022/12/15 11:48:43:309',19,503,560,4
11830,'2022/12/15 11:48:43:318',19,500,566,4
11831,'2022/12/15 11:48:43:329',19,507,559,4
11832,'2022/12/15 11:48:43:339',19,503,562,4
11833,'2022/12/15 11:48:43:350',19,508,564,4
11834,'2022/12/15 11:48:43:360',19,507,562,4
11835,'2022/12/15 11:48:43:371',19,506,562,4
11836,'2022/12/15 11:48:43:382',19,505,564,4
11837,'2022/12/15 11:48:43:392',19,507,563,4
11838,'2022/12/15 11:48:43:403',19,505,562,4
11839,'2022/12/15 11:48:43:413',19,507,561,4
11840,'2022/12/15 11:48:43:424',19,503,563,4
11841,'2022/12/15 11:48:43:434',19,506,561,4
11842,'2022/12/15 11:48:43:445',19,504,560,4
11843,'2022/12/15 11:48:43:455',19,503,565,4
11844,'2022/12/15 11:48:43:466',19,502,564,4
11845,'2022/12/15 11:48:43:477',19,506,563,4
11846,'2022/12/15 11:48:43:487',19,505,564,4
11847,'2022/12/15 11:48:43:498',19,503,565,4
11848,'2022/12/15 11:48:43:508',19,502,566,4
11849,'2022/12/15 11:48:43:519',19,502,563,4
11850,'2022/12/15 11:48:43:529',19,507,560,4
11851,'2022/12/15 11:48:43:540',19,503,560,4
11852,'2022/12/15 11:48:43:551',19,505,565,4
11853,'2022/12/15 11:48:43:561',19,507,559,4
11854,'2022/12/15 11:48:43:572',19,505,566,4
11855,'2022/12/15 11:48:43:582',19,503,562,4
11856,'2022/12/15 11:48:43:593',19,504,564,4
11857,'2022/12/15 11:48:43:604',19,504,565,4
11858,'2022/12/15 11:48:43:614',19,505,562,4
11859,'2022/12/15 11:48:43:625',19,507,562,4
11860,'2022/12/15 11:48:43:635',19,506,565,4
11861,'2022/12/15 11:48:43:646',19,502,560,4
11862,'2022/12/15 11:48:43:656',19,506,566,4
11863,'2022/12/15 11:48:43:667',19,502,563,4
11864,'2022/12/15 11:48:43:678',19,507,561,4
11865,'2022/12/15 11:48:43:688',19,503,563,4
11866,'2022/12/15 11:48:43:698',19,503,565,4
11867,'2022/12/15 11:48:43:708',19,505,563,4
11868,'2022/12/15 11:48:43:719',19,507,560,4
11869,'2022/12/15 11:48:43:729',19,505,564,4
11870,'2022/12/15 11:48:43:740',19,507,561,4
11871,'2022/12/15 11:48:43:751',19,506,566,4
11872,'2022/12/15 11:48:43:761',19,505,558,4
11873,'2022/12/15 11:48:43:772',19,502,563,4
11874,'2022/12/15 11:48:43:782',19,508,563,4
11875,'2022/12/15 11:48:43:793',19,502,565,4
11876,'2022/12/15 11:48:43:803',19,505,564,4
11877,'2022/12/15 11:48:43:814',19,503,565,4
11878,'2022/12/15 11:48:43:825',19,508,564,4
11879,'2022/12/15 11:48:43:835',19,503,564,4
11880,'2022/12/15 11:48:43:846',19,508,562,4
11881,'2022/12/15 11:48:43:856',19,507,562,4
11882,'2022/12/15 11:48:43:867',19,509,560,4
11883,'2022/12/15 11:48:43:877',19,504,566,4
11884,'2022/12/15 11:48:43:888',19,507,565,4
11885,'2022/12/15 11:48:43:898',19,502,560,4
11886,'2022/12/15 11:48:43:909',19,506,564,4
11887,'2022/12/15 11:48:43:920',19,506,563,4
11888,'2022/12/15 11:48:43:930',19,504,567,4
11889,'2022/12/15 11:48:43:941',19,504,561,4
11890,'2022/12/15 11:48:43:951',19,507,561,4
11891,'2022/12/15 11:48:43:962',19,503,562,4
11892,'2022/12/15 11:48:43:972',19,504,561,4
11893,'2022/12/15 11:48:43:983',19,506,563,4
11894,'2022/12/15 11:48:43:994',19,503,563,4
11895,'2022/12/15 11:48:44:004',19,504,566,4
11896,'2022/12/15 11:48:44:015',19,502,563,4
11897,'2022/12/15 11:48:44:025',19,505,565,4
11898,'2022/12/15 11:48:44:036',19,508,562,4
11899,'2022/12/15 11:48:44:046',19,507,564,4
11900,'2022/12/15 11:48:44:057',19,508,564,4
11901,'2022/12/15 11:48:44:067',19,504,566,4
11902,'2022/12/15 11:48:44:077',19,504,563,4
11903,'2022/12/15 11:48:44:088',19,503,560,4
11904,'2022/12/15 11:48:44:098',19,507,565,4
11905,'2022/12/15 11:48:44:109',19,503,564,4
11906,'2022/12/15 11:48:44:119',19,504,562,4
11907,'2022/12/15 11:48:44:130',19,504,566,4
11908,'2022/12/15 11:48:44:141',19,505,565,4
11909,'2022/12/15 11:48:44:151',19,504,564,4
11910,'2022/12/15 11:48:44:162',19,507,561,4
11911,'2022/12/15 11:48:44:172',19,502,567,4
11912,'2022/12/15 11:48:44:183',19,504,563,4
11913,'2022/12/15 11:48:44:193',19,507,564,4
11914,'2022/12/15 11:48:44:204',19,502,561,4
11915,'2022/12/15 11:48:44:215',19,503,565,4
11916,'2022/12/15 11:48:44:225',19,507,561,4
11917,'2022/12/15 11:48:44:236',19,506,563,4
11918,'2022/12/15 11:48:44:246',19,505,566,4
11919,'2022/12/15 11:48:44:257',19,508,562,4
11920,'2022/12/15 11:48:44:267',19,503,566,4
11921,'2022/12/15 11:48:44:278',19,509,566,4
11922,'2022/12/15 11:48:44:289',19,503,566,4
11923,'2022/12/15 11:48:44:299',19,506,564,4
11924,'2022/12/15 11:48:44:310',19,505,561,4
11925,'2022/12/15 11:48:44:320',19,503,563,4
11926,'2022/12/15 11:48:44:331',19,509,566,4
11927,'2022/12/15 11:48:44:341',19,507,564,4
11928,'2022/12/15 11:48:44:352',19,502,561,4
11929,'2022/12/15 11:48:44:363',19,504,566,4
11930,'2022/12/15 11:48:44:373',19,505,562,4
11931,'2022/12/15 11:48:44:384',19,507,564,4
11932,'2022/12/15 11:48:44:394',19,504,565,4
11933,'2022/12/15 11:48:44:405',19,501,567,4
11934,'2022/12/15 11:48:44:415',19,503,564,4
11935,'2022/12/15 11:48:44:426',19,505,560,4
11936,'2022/12/15 11:48:44:437',19,506,564,4
11937,'2022/12/15 11:48:44:446',19,503,562,4
11938,'2022/12/15 11:48:44:457',19,508,565,4
11939,'2022/12/15 11:48:44:467',19,505,565,4
11940,'2022/12/15 11:48:44:478',19,504,558,4
11941,'2022/12/15 11:48:44:488',19,507,561,4
11942,'2022/12/15 11:48:44:499',19,506,566,4
11943,'2022/12/15 11:48:44:509',19,503,567,4
11944,'2022/12/15 11:48:44:520',19,504,564,4
11945,'2022/12/15 11:48:44:531',19,506,562,4
11946,'2022/12/15 11:48:44:541',19,507,562,4
11947,'2022/12/15 11:48:44:552',19,503,565,4
11948,'2022/12/15 11:48:44:562',19,506,566,4
11949,'2022/12/15 11:48:44:573',19,506,561,4
11950,'2022/12/15 11:48:44:584',19,503,564,4
11951,'2022/12/15 11:48:44:594',19,507,561,4
11952,'2022/12/15 11:48:44:605',19,502,564,4
11953,'2022/12/15 11:48:44:615',19,506,564,4
11954,'2022/12/15 11:48:44:626',19,503,561,4
11955,'2022/12/15 11:48:44:636',19,505,563,4
11956,'2022/12/15 11:48:44:647',19,503,559,4
11957,'2022/12/15 11:48:44:657',19,505,561,4
11958,'2022/12/15 11:48:44:668',19,503,563,4
11959,'2022/12/15 11:48:44:679',19,508,564,4
11960,'2022/12/15 11:48:44:689',19,507,562,4
11961,'2022/12/15 11:48:44:700',19,504,565,4
11962,'2022/12/15 11:48:44:710',19,507,560,4
11963,'2022/12/15 11:48:44:721',19,504,559,4
11964,'2022/12/15 11:48:44:731',19,507,562,4
11965,'2022/12/15 11:48:44:742',19,501,564,4
11966,'2022/12/15 11:48:44:753',19,507,564,4
11967,'2022/12/15 11:48:44:763',19,505,559,4
11968,'2022/12/15 11:48:44:774',19,506,563,4
11969,'2022/12/15 11:48:44:784',19,505,563,4
11970,'2022/12/15 11:48:44:795',19,503,560,4
11971,'2022/12/15 11:48:44:805',19,502,558,4
11972,'2022/12/15 11:48:44:816',19,503,562,4
11973,'2022/12/15 11:48:44:826',19,503,561,4
11974,'2022/12/15 11:48:44:836',19,506,562,4
11975,'2022/12/15 11:48:44:847',19,507,557,4
11976,'2022/12/15 11:48:44:857',19,506,561,4
11977,'2022/12/15 11:48:44:868',19,503,561,4
11978,'2022/12/15 11:48:44:878',19,502,559,4
11979,'2022/12/15 11:48:44:889',19,505,560,4
11980,'2022/12/15 11:48:44:900',19,502,556,4
11981,'2022/12/15 11:48:44:910',19,506,558,4
11982,'2022/12/15 11:48:44:921',19,505,560,4
11983,'2022/12/15 11:48:44:931',19,503,562,4
11984,'2022/12/15 11:48:44:942',19,505,563,4
11985,'2022/12/15 11:48:44:952',19,505,560,4
11986,'2022/12/15 11:48:44:963',19,506,560,4
11987,'2022/12/15 11:48:44:974',19,505,556,4
11988,'2022/12/15 11:48:44:984',19,505,562,4
11989,'2022/12/15 11:48:44:995',19,503,559,4
11990,'2022/12/15 11:48:45:005',19,501,559,4
11991,'2022/12/15 11:48:45:016',19,504,558,4
11992,'2022/12/15 11:48:45:026',19,501,558,4
11993,'2022/12/15 11:48:45:037',19,503,561,4
11994,'2022/12/15 11:48:45:048',19,503,562,4
11995,'2022/12/15 11:48:45:058',19,504,560,4
11996,'2022/12/15 11:48:45:069',19,501,560,4
11997,'2022/12/15 11:48:45:079',19,506,563,4
11998,'2022/12/15 11:48:45:090',19,507,562,4
11999,'2022/12/15 11:48:45:100',19,503,562,4
12000,'2022/12/15 11:48:45:111',19,506,562,4
12001,'2022/12/15 11:48:45:122',19,506,559,4
12002,'2022/12/15 11:48:45:132',19,506,562,4
12003,'2022/12/15 11:48:45:143',19,506,562,4
12004,'2022/12/15 11:48:45:153',19,505,562,4
12005,'2022/12/15 11:48:45:164',19,501,561,4
12006,'2022/12/15 11:48:45:174',19,505,563,4
12007,'2022/12/15 11:48:45:185',19,504,562,4
12008,'2022/12/15 11:48:45:195',19,504,563,4
12009,'2022/12/15 11:48:45:205',19,506,560,4
12010,'2022/12/15 11:48:45:216',19,503,560,4
12011,'2022/12/15 11:48:45:226',19,503,559,4
12012,'2022/12/15 11:48:45:237',19,504,565,4
12013,'2022/12/15 11:48:45:248',19,503,559,4
12014,'2022/12/15 11:48:45:258',19,505,563,4
12015,'2022/12/15 11:48:45:270',19,507,562,4
12016,'2022/12/15 11:48:45:279',19,505,562,4
12017,'2022/12/15 11:48:45:290',19,507,566,4
12018,'2022/12/15 11:48:45:300',19,505,563,4
12019,'2022/12/15 11:48:45:311',19,507,565,4
12020,'2022/12/15 11:48:45:321',19,503,560,4
12021,'2022/12/15 11:48:45:332',19,507,560,4
12022,'2022/12/15 11:48:45:343',19,508,563,4
12023,'2022/12/15 11:48:45:353',19,508,562,4
12024,'2022/12/15 11:48:45:364',19,506,558,4
12025,'2022/12/15 11:48:45:374',19,505,564,4
12026,'2022/12/15 11:48:45:385',19,506,560,4
12027,'2022/12/15 11:48:45:395',19,505,563,4
12028,'2022/12/15 11:48:45:406',19,504,565,4
12029,'2022/12/15 11:48:45:417',19,504,562,4
12030,'2022/12/15 11:48:45:427',19,504,560,4
12031,'2022/12/15 11:48:45:438',19,505,559,4
12032,'2022/12/15 11:48:45:448',19,503,565,4
12033,'2022/12/15 11:48:45:459',19,504,562,4
12034,'2022/12/15 11:48:45:469',19,507,558,4
12035,'2022/12/15 11:48:45:480',19,507,561,4
12036,'2022/12/15 11:48:45:490',19,508,560,4
12037,'2022/12/15 11:48:45:501',19,507,560,4
12038,'2022/12/15 11:48:45:511',19,506,561,4
12039,'2022/12/15 11:48:45:522',19,502,565,4
12040,'2022/12/15 11:48:45:532',19,503,562,4
12041,'2022/12/15 11:48:45:543',19,504,560,4
12042,'2022/12/15 11:48:45:554',19,505,561,4
12043,'2022/12/15 11:48:45:564',19,508,562,4
12044,'2022/12/15 11:48:45:575',19,504,565,4
12045,'2022/12/15 11:48:45:585',19,503,563,4
12046,'2022/12/15 11:48:45:596',19,506,560,4
12047,'2022/12/15 11:48:45:606',19,507,558,4
12048,'2022/12/15 11:48:45:617',19,503,560,4
12049,'2022/12/15 11:48:45:628',19,505,564,4
12050,'2022/12/15 11:48:45:637',19,503,560,4
12051,'2022/12/15 11:48:45:648',19,506,560,4
12052,'2022/12/15 11:48:45:658',19,504,561,4
12053,'2022/12/15 11:48:45:669',19,500,563,4
12054,'2022/12/15 11:48:45:680',19,506,564,4
12055,'2022/12/15 11:48:45:690',19,502,561,4
12056,'2022/12/15 11:48:45:701',19,503,560,4
12057,'2022/12/15 11:48:45:711',19,503,564,4
12058,'2022/12/15 11:48:45:722',19,504,564,4
12059,'2022/12/15 11:48:45:732',19,498,562,4
12060,'2022/12/15 11:48:45:743',19,503,562,4
12061,'2022/12/15 11:48:45:754',19,502,562,4
12062,'2022/12/15 11:48:45:764',19,507,561,4
12063,'2022/12/15 11:48:45:775',19,502,560,4
12064,'2022/12/15 11:48:45:785',19,506,564,4
12065,'2022/12/15 11:48:45:796',19,506,564,4
12066,'2022/12/15 11:48:45:806',19,504,562,4
12067,'2022/12/15 11:48:45:817',19,506,563,4
12068,'2022/12/15 11:48:45:828',19,504,559,4
12069,'2022/12/15 11:48:45:838',19,506,561,4
12070,'2022/12/15 11:48:45:849',19,507,560,4
12071,'2022/12/15 11:48:45:859',19,505,560,4
12072,'2022/12/15 11:48:45:870',19,504,559,4
12073,'2022/12/15 11:48:45:880',19,508,562,4
12074,'2022/12/15 11:48:45:891',19,504,561,4
12075,'2022/12/15 11:48:45:902',19,502,558,4
12076,'2022/12/15 11:48:45:912',19,504,559,4
12077,'2022/12/15 11:48:45:923',19,505,559,4
12078,'2022/12/15 11:48:45:933',19,505,560,4
12079,'2022/12/15 11:48:45:944',19,504,560,4
12080,'2022/12/15 11:48:45:954',19,504,557,4
12081,'2022/12/15 11:48:45:965',19,506,562,4
12082,'2022/12/15 11:48:45:975',19,503,557,4
12083,'2022/12/15 11:48:45:985',19,504,560,4
12084,'2022/12/15 11:48:45:996',19,503,562,4
12085,'2022/12/15 11:48:46:006',19,503,559,4
12086,'2022/12/15 11:48:46:017',19,507,560,4
12087,'2022/12/15 11:48:46:027',19,505,561,4
12088,'2022/12/15 11:48:46:038',19,505,557,4
12089,'2022/12/15 11:48:46:048',19,506,562,4
12090,'2022/12/15 11:48:46:059',19,504,561,4
12091,'2022/12/15 11:48:46:070',19,504,560,4
12092,'2022/12/15 11:48:46:080',19,506,561,4
12093,'2022/12/15 11:48:46:091',19,501,557,4
12094,'2022/12/15 11:48:46:101',19,503,556,4
12095,'2022/12/15 11:48:46:112',19,504,560,4
12096,'2022/12/15 11:48:46:122',19,501,559,4
12097,'2022/12/15 11:48:46:133',19,501,561,4
12098,'2022/12/15 11:48:46:144',19,505,561,4
12099,'2022/12/15 11:48:46:154',19,504,561,4
12100,'2022/12/15 11:48:46:165',19,503,563,4
12101,'2022/12/15 11:48:46:175',19,501,556,4
12102,'2022/12/15 11:48:46:186',19,504,563,4
12103,'2022/12/15 11:48:46:196',19,504,558,4
12104,'2022/12/15 11:48:46:207',19,505,558,4
12105,'2022/12/15 11:48:46:218',19,505,559,4
12106,'2022/12/15 11:48:46:228',19,507,562,4
12107,'2022/12/15 11:48:46:239',19,501,562,4
12108,'2022/12/15 11:48:46:249',19,506,562,4
12109,'2022/12/15 11:48:46:260',19,501,560,4
12110,'2022/12/15 11:48:46:270',19,504,559,4
12111,'2022/12/15 11:48:46:281',19,506,560,4
12112,'2022/12/15 11:48:46:292',19,505,558,4
12113,'2022/12/15 11:48:46:302',19,504,558,4
12114,'2022/12/15 11:48:46:313',19,501,560,4
12115,'2022/12/15 11:48:46:323',19,505,558,4
12116,'2022/12/15 11:48:46:334',19,506,557,4
12117,'2022/12/15 11:48:46:344',19,506,563,4
12118,'2022/12/15 11:48:46:354',19,502,560,4
12119,'2022/12/15 11:48:46:365',19,504,559,4
12120,'2022/12/15 11:48:46:375',19,500,559,4
12121,'2022/12/15 11:48:46:386',19,502,556,4
12122,'2022/12/15 11:48:46:396',19,506,560,4
12123,'2022/12/15 11:48:46:407',19,503,561,4
12124,'2022/12/15 11:48:46:417',19,506,562,4
12125,'2022/12/15 11:48:46:428',19,506,561,4
12126,'2022/12/15 11:48:46:438',19,506,562,4
12127,'2022/12/15 11:48:46:449',19,501,560,4
12128,'2022/12/15 11:48:46:460',19,504,560,4
12129,'2022/12/15 11:48:46:470',19,503,563,4
12130,'2022/12/15 11:48:46:481',19,505,558,4
12131,'2022/12/15 11:48:46:491',19,504,558,4
12132,'2022/12/15 11:48:46:502',19,504,558,4
12133,'2022/12/15 11:48:46:512',19,501,562,4
12134,'2022/12/15 11:48:46:523',19,504,561,4
12135,'2022/12/15 11:48:46:534',19,506,559,4
12136,'2022/12/15 11:48:46:544',19,506,560,4
12137,'2022/12/15 11:48:46:554',19,505,556,4
12138,'2022/12/15 11:48:46:565',19,506,559,4
12139,'2022/12/15 11:48:46:575',19,503,558,4
12140,'2022/12/15 11:48:46:586',19,507,559,4
12141,'2022/12/15 11:48:46:597',19,503,560,4
12142,'2022/12/15 11:48:46:607',19,504,561,4
12143,'2022/12/15 11:48:46:618',19,505,559,4
12144,'2022/12/15 11:48:46:628',19,502,557,4
12145,'2022/12/15 11:48:46:639',19,506,560,4
12146,'2022/12/15 11:48:46:649',19,505,559,4
12147,'2022/12/15 11:48:46:660',19,504,563,4
12148,'2022/12/15 11:48:46:671',19,504,555,4
12149,'2022/12/15 11:48:46:681',19,504,562,4
12150,'2022/12/15 11:48:46:692',19,503,562,4
12151,'2022/12/15 11:48:46:702',19,502,562,4
12152,'2022/12/15 11:48:46:713',19,503,563,4
12153,'2022/12/15 11:48:46:723',19,505,560,4
12154,'2022/12/15 11:48:46:734',19,507,558,4
12155,'2022/12/15 11:48:46:744',19,506,560,4
12156,'2022/12/15 11:48:46:755',19,505,560,4
12157,'2022/12/15 11:48:46:766',19,502,563,4
12158,'2022/12/15 11:48:46:776',19,502,560,4
12159,'2022/12/15 11:48:46:787',19,506,562,4
12160,'2022/12/15 11:48:46:797',19,503,560,4
12161,'2022/12/15 11:48:46:808',19,501,558,4
12162,'2022/12/15 11:48:46:818',19,503,560,4
12163,'2022/12/15 11:48:46:829',19,506,557,4
12164,'2022/12/15 11:48:46:840',19,500,558,4
12165,'2022/12/15 11:48:46:850',19,502,560,4
12166,'2022/12/15 11:48:46:861',19,507,557,4
12167,'2022/12/15 11:48:46:871',19,501,559,4
12168,'2022/12/15 11:48:46:882',19,506,561,4
12169,'2022/12/15 11:48:46:892',19,503,557,4
12170,'2022/12/15 11:48:46:903',19,507,559,4
12171,'2022/12/15 11:48:46:913',19,505,563,4
12172,'2022/12/15 11:48:46:923',19,505,561,4
12173,'2022/12/15 11:48:46:934',19,504,559,4
12174,'2022/12/15 11:48:46:944',19,502,559,4
12175,'2022/12/15 11:48:46:955',19,503,563,4
12176,'2022/12/15 11:48:46:965',19,505,557,4
12177,'2022/12/15 11:48:46:976',19,503,561,4
12178,'2022/12/15 11:48:46:987',19,506,564,4
12179,'2022/12/15 11:48:46:997',19,508,558,4
12180,'2022/12/15 11:48:47:008',19,506,560,4
12181,'2022/12/15 11:48:47:018',19,504,559,4
12182,'2022/12/15 11:48:47:029',19,505,565,4
12183,'2022/12/15 11:48:47:039',19,504,561,4
12184,'2022/12/15 11:48:47:050',19,504,564,4
12185,'2022/12/15 11:48:47:061',19,504,560,4
12186,'2022/12/15 11:48:47:071',19,501,562,4
12187,'2022/12/15 11:48:47:082',19,505,559,4
12188,'2022/12/15 11:48:47:092',19,506,564,4
12189,'2022/12/15 11:48:47:103',19,504,564,4
